Ignite Chip 5 (L);Mindforce;Pyro;50.6;500;5;29.0;0;10380;0;64.00;0;0;56.8;Yes;Event Prize; 
Imperial Lightning Maul (L);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; 
Imperial Shock Maul (L);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; 
Imperial Storm Maul (L);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; 
Imperial Thunder Maul (L);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; 
Imperium Carbine Rank 1 (L);Carbine;Plasma;66.0;4;42;1.9;0.404;56;0.964;20.00;0;2.884;57.3;Yes;Looted; 
Imperium Carbine Rank 3 (L);Rifle;Plasma;44.9;12;48;6.7;0.892;200;2.892;40.00;0;2.884;57.3;Yes;0; 
Imperium HK Grunt (L);Carbine;Laser;49.5;9;56;5.8;1.100;107;2.170;385.00;0;2.882;57.2;Yes;Looted; 
Imperium HK Special Ops (L);Rifle;Laser;66.0;27;67;21.0;3.200;327;6.470;445.00;0;2.900;0;Yes;Looted; 
Imperium HK Vet (L);Rifle;Laser;60.5;15;67;11.6;1.800;180;3.600;410.00;0;2.896;0;Yes;Looted; 
Imperium Issue HK 400 (L);Rifle;Laser;39.6;17;42;8.3;0.752;336;4.112;45.00;0;2.873;56.6;Yes;Crafted, Looted; 
Imperium Issue HK 500 (L);Rifle;Laser;39.6;19;42;9.2;0.770;380;4.570;45.00;0;2.889;57.8;Yes;Looted; 
Imperium Issue HK 700 (L);Rifle;Laser;39.6;24;44;12.2;0.785;500;5.785;45.00;0;2.883;57.3;Yes;Looted; 
Imperium Issue HK 720 (L);Rifle;Laser;41.8;26;44;13.3;0.855;544;6.295;50.00;117.00%;2.871;56.4;Yes;Looted; 
Imperium Issue HK 800 (L);Rifle;Laser;41.8;27;45;14.1;0.804;570;6.504;50.00;346.00%;2.885;57.4;Yes;Looted; 
Imperium Issue HK 1100 (L);Rifle;Laser;41.8;33;47;18.0;0.841;714;7.981;50.00;0;2.874;56.6;Yes;Looted; 
Imperium Issue HK 1300 (L);Rifle;Laser;44.0;38;47;20.7;0.843;830;9.143;50.00;0;2.889;57.7;Yes;Looted; 
Imperium Issue HK 2000 (L);Rifle;Laser;46.2;47;51;27.8;0.965;1040;11.365;55.00;0;2.874;56.6;Yes;Looted; 
Imperium Issue HK 2300 (L);Rifle;Laser;46.2;49;54;30.6;0.955;1084;11.795;55.00;0;2.887;57.6;Yes;Looted; 
Imperium Issue HK 2500 (L);Rifle;Laser;47.3;51;54;31.9;0.945;1140;12.345;55.00;0;2.871;56.4;Yes;Looted; 
Imperium Issue HK 2900 (L);Rifle;Laser;47.3;55;56;35.7;1.045;1210;13.145;60.00;0;2.908;59.1;Yes;Looted; 
Imperium Issue HK 3300 (L);Rifle;Laser;48.4;57;59;39.0;1.147;1262;13.767;65.00;0;2.878;56.9;Yes;Looted; 
Imperium Issue HK 3900 (L);Rifle;Laser;50.6;63;59;43.1;1.155;1400;15.155;70.00;0;2.889;57.7;Yes;Looted; 
Imperium Issue HK 4600 (L);Carbine;Laser;55.0;69;61;48.8;1.216;1550;16.716;72.00;0;2.869;56.2;Yes;Looted; 
Imperium Officer XT;Rifle;Laser;71.5;21;89;21.6;2.550;253;5.080;32.00;0;2.873;56.5;Yes;Looted; 
Imperium Pilot Scorpion Rank 4 (L);Pistol;Laser;28.6;13;53;8.0;0.597;255;3.147;35.00;100.00%;2.871;56.4;Yes;Looted, Crafted; 
Imperium Pilot Scorpion Rank 5 (L);Pistol;Laser;28.6;15;53;9.2;0.588;304;3.628;35.00;0;2.873;56.6;Yes;Looted; 
Imperium Pilot Scorpion Rank 6 (L);Pistol;Laser;28.6;19;55;12.1;0.597;399;4.587;35.00;0;2.879;57.0;Yes;Looted; 
Imperium Pilot Scorpion Rank 7 (L);Pistol;Laser;30.8;21;55;13.4;0.665;441;5.075;40.00;200.00%;2.876;56.7;Yes;Looted; 
Imperium Pilot Scorpion Rank 8 (L);Pistol;Laser;30.8;23;56;14.9;0.650;491;5.560;40.00;0;2.875;56.7;Yes;Looted; 
Imperium Pilot Scorpion Rank 11 (L);Pistol;Laser;30.8;29;53;17.8;0.700;630;7.000;40.00;0;2.879;57.0;Yes;Looted; 
Imperium Pilot Scorpion Rank 13 (L);Pistol;Laser;33.0;33;53;20.3;0.700;728;7.980;40.00;0;2.874;56.6;Yes;Looted; 
Imperium Pilot Scorpion Rank 16 (L);Pistol;Laser;33.0;33;62;23.7;0.765;720;7.965;45.00;0;2.879;57.0;Yes;Looted; 
Imperium Pilot Scorpion Rank 19 (L);Pistol;Laser;35.2;37;64;27.4;0.825;812;8.945;45.00;0;2.875;56.7;Yes;Looted; 
Imperium Pilot Scorpion Rank 24 (L);Pistol;Laser;36.3;41;67;31.8;1.203;912;10.323;45.00;0;2.760;56.6;Yes;Looted; 
Imperium Pilot Scorpion Rank 27 (L);Pistol;Laser;36.3;43;71;35.4;0;947;0;50.00;0;0;57.2;Yes;Looted; 
Imperium Pilot Scorpion Rank 32 (L);Pistol;Laser;37.4;45;74;38.6;1.000;988;10.880;55.00;0;2.875;56.6;Yes;Looted; 
Imperium Trainee Combat Knife (L);Melee;Shortblades;5.0;2;58;1.3;0.500;0;0.500;1.50;0;2.780;49.9;Yes;NPC; 
Imperium Trainee Pistol (L);Pistol;Laser;38.5;3;39;1.4;0.252;50;0.752;1.00;0;2.773;49.9;Yes;Mission; 
Imported Assault Shotgun TEN Edition;Rifle;BLP;42.9;60;52;36.1;2.446;1185;14.296;120.00;18000.00 PED;2.917;59.8;Yes;Looted; 
Improved MAKO FAL;Melee;Longblades;6.0;88;50;51.0;19.141;0;19.141;2960.00;0;3.195;82.7;No;Event; 
Improved MANTA;Melee;Shortblades;4.6;56;75;48.7;12.181;0;12.181;1883.70;0;3.195;82.7;No;Event; 
Initiate's Laser Carbine (L);Carbine;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00;0;2.879;57.0;Yes;Cyrene TT; 
Initiate's Laser Pistol (L);Pistol;Laser;26.4;5;70;4.1;0.020;118;1.200;3.00;0;2.896;58.2;Yes;Cyrene TT; 
Initiate's Long Blade (L);Melee;Longblades;7.0;11;33;4.2;2.650;0;2.650;15.00;0;2.885;57.4;Yes;Cyrene TT; 
Initiate's Power Fist (L);Melee;Power Fist;3.0;5;80;4.6;1.202;0;1.202;10.00;0;2.891;57.9;Yes;Cyrene TT; 
Initiate's Short Blade (L);Melee;Shortblades;5.0;5;78;4.5;1.200;0;1.200;9.00;0;2.896;58.2;Yes;Cyrene TT; 
Isis Alr.3Li (L);Rifle;Laser;57.2;54;29;18.1;2.750;1010;12.850;112.00;0;2.921;60.1;Yes;Crafted; 
Isis BL100 (L);Pistol;BLP;30.8;3;65;2.3;0.077;66;0.737;3.40;0;2.829;53.4;Yes;Looted; 
Isis BL100, CDF Edition (L);Pistol;BLP;30.8;3;65;2.3;0.001;73;0.731;0.20;100.00%;2.852;55.0;Yes;Daily Token Trader; 
Isis BL100E (L);Pistol;BLP;35.2;13;58;8.7;0.359;290;3.259;18.00;0;2.772;54.3;Yes;Looted; 
Isis BL100E, CDF Edition (L);Pistol;BLP;35.2;13;58;8.7;0.002;317;3.172;0.40;0;2.848;54.7;Yes;Daily Token Trader; 
Isis BL200 (L);Pistol;BLP;33.0;5;63;3.6;0.095;113;1.225;4.80;0;2.837;53.9;Yes;Looted; 
Isis BL200, CDF Edition (L);Pistol;BLP;33.0;5;63;3.6;0.001;122;1.221;0.20;100.00%;2.846;54.6;Yes;Daily Token Trader; 
Isis BL200E (L);Pistol;BLP;38.5;16;61;11.3;0.310;360;3.910;22.00;2250.00%;2.844;54.4;Yes;Looted; 
Isis BL200E, CDF Edition (L);Pistol;BLP;38.5;16;61;11.3;0.002;391;3.912;0.40;0;2.843;54.3;Yes;Daily Token Trader; 
Isis BL300 (L);Pistol;BLP;33.0;8;63;5.8;0.208;175;1.958;12.00;0;2.840;54.1;Yes;Looted; 
Isis BL300, CDF Edition (L);Pistol;BLP;33.0;8;63;5.8;0.001;195;1.951;0.20;0;2.850;54.8;Yes;Daily Token Trader; 
Isis BL300E (L);Pistol;BLP;39.6;19;63;13.9;0.445;419;4.635;32.00;106.25%;2.849;54.8;Yes;Looted; 
Isis BL300E, CDF Edition (L);Pistol;BLP;39.6;19;63;13.9;0.002;463;4.632;0.40;0;2.851;54.9;Yes;Daily Token Trader; 
Isis BL800;Pistol;BLP;28.6;22;46;11.7;1.466;400;5.466;2180.00;2500.00 PED;2.797;51.1;Yes;Looted; 
Isis BL800 (L);Pistol;BLP;28.6;22;46;11.7;1.379;400;5.379;93.00;105.00%;2.843;54.3;Yes;Looted; 
Isis BL1000 (L);Pistol;BLP;26.4;54;53;33.2;3.245;1000;13.245;265.00;0;2.834;53.7;Yes;Looted; 
Isis BL1300 (L);Pistol;BLP;29.7;89;55;56.7;5.605;1600;21.605;410.00;0;2.863;55.8;Yes;Looted; 
Isis BL1450 (L);Pistol;BLP;27.5;101;58;67.9;6.557;1800;24.557;510.00;135.00%;2.858;55.5;Yes;Looted; 
Isis BL1600 (L);Pistol;BLP;27.5;138;48;76.7;9.000;2500;34.000;597.00;0;2.821;55.8;Yes;Looted; 
Isis BL1800;Pistol;BLP;28.6;142;49;80.6;9.128;2600;35.128;32672.00;0;2.809;52.0;Yes;Looted; 
Isis BL1950;Pistol;BLP;23.1;140;50;81.1;4.208;2990;34.108;362.00;0;2.853;55.1;Yes;Looted; 
Isis BL1950 (L);Pistol;BLP;23.1;140;50;81.1;4.208;2990;34.108;362.00;0;2.853;55.1;Yes;Looted; 
Isis CB5;Rifle;BLP;55.0;8;48;4.4;0.023;200;2.023;200.00;183.00 PED;2.748;47.8;Yes;Looted; 
Isis CB5 (L);Rifle;BLP;55.0;8;48;4.4;0.021;200;2.021;3.10;220.00%;2.751;47.9;Yes;Looted; 
Isis CB13;Rifle;BLP;57.2;26;53;16.0;2.437;400;6.437;4556.00;0;2.807;51.8;Yes;Looted; 
Isis CB13 (L);Rifle;BLP;57.2;26;53;16.0;2.323;400;6.323;145.60;0;2.858;55.4;Yes;Looted; 
Isis CB19;Rifle;BLP;56.1;40;50;23.2;2.993;700;9.993;5348.00;0;2.782;50.0;Yes;Looted; 
Isis CB19 (L);Rifle;BLP;56.1;40;50;23.2;2.815;700;9.815;180.00;0;2.832;53.6;Yes;Looted; 
Isis CB20 (L);Carbine;BLP;61.6;46;54;28.8;0.870;1030;11.170;89.00;0;2.862;55.8;Yes;Looted; 
Isis CB20, CDF Edition (L);Carbine;BLP;61.6;46;54;28.8;0.003;1116;11.163;0.60;0;2.864;55.9;Yes;Daily Token Trader; 
Isis CB21;Rifle;BLP;57.2;55;52;33.1;2.644;1100;13.644;8120.00;0;2.802;51.4;Yes;Looted; 
Isis CB21 (L);Rifle;BLP;57.2;55;52;33.1;2.401;1100;13.401;170.00;0;2.852;55.0;Yes;Looted; 
Isis CB24;Rifle;BLP;55.0;60;52;36.1;2.896;1200;14.896;9308.00;0;2.799;51.3;Yes;Looted; 
Isis CB24 (L);Rifle;BLP;55.0;60;52;36.1;2.631;1200;14.631;190.00;123.00%;2.850;54.9;Yes;Looted; 
Isis CB26;Rifle;BLP;55.0;76;53;46.7;5.013;1400;19.013;13664.00;33000.00 PED;2.778;49.8;Yes;Looted; 
Isis CB26 (L);Rifle;BLP;55.0;76;53;46.7;4.675;1400;18.675;336.00;0;2.828;53.3;Yes;Looted; 
Isis CB27 (L);Rifle;BLP;62.7;94;52;56.6;1.830;2050;22.330;240.00;135.00%;2.926;60.5;Yes;Looted; 
Isis CB27, CDF Edition (L);Rifle;BLP;62.7;94;52;56.6;0.004;2233;22.334;0.80;0;2.925;60.4;Yes;Daily Token Trader; 
Isis CB28 (L);Rifle;BLP;56.1;101;50;58.5;6.664;1800;24.664;473.00;0;2.846;54.6;Yes;Looted; 
Isis CB29 (L);Rifle;BLP;56.1;102;52;61.4;5.907;1900;24.907;451.00;0;2.846;54.6;Yes;Looted; 
Isis CB32 (L);Rifle;BLP;64.9;123;49;69.8;2.470;2640;28.870;400.00;0;2.961;63.1;Yes;Looted; 
Isis CB32, CDF Edition (L);Rifle;BLP;64.9;123;49;69.8;0.005;2888;28.885;1.00;0;2.959;63.1;Yes;Daily Token Trader; 
Isis HL4 (L);Pistol;Laser;31.9;28;65;21.1;0.565;627;6.835;48.00;125.00%;2.847;54.6;Yes;Looted; 
Isis HL4, CDF Edition (L);Pistol;Laser;31.9;28;65;21.1;0.002;683;6.832;0.40;0;2.848;54.7;Yes;Daily Token Trader; 
Isis HL5 (L);Pistol;Laser;35.2;33;63;24.1;0.700;733;8.030;62.00;1766.00%;2.856;55.3;Yes;Looted; 
Isis HL5, CDF Edition (L);Pistol;Laser;35.2;33;63;24.1;0.002;803;8.032;0.40;0;2.855;55.3;Yes;Daily Token Trader; 
Isis HL6;Pistol;Laser;30.8;49;50;28.4;2.136;1000;12.136;8120.00;0;2.806;51.7;Yes;Looted; 
Isis HL6 (L);Pistol;Laser;30.8;49;50;28.4;1.932;1000;11.932;255.00;0;2.854;55.2;Yes;Looted; 
Isis HL8;Pistol;Laser;37.4;59;51;34.9;2.557;1200;14.557;10892.00;1750.00 PED;2.817;52.5;Yes;Looted; 
Isis HL8 (L);Pistol;Laser;37.4;59;51;34.9;2.311;1200;14.311;299.30;0;2.865;56.0;Yes;Looted; 
Isis HL11;Pistol;Laser;35.2;66;51;39.0;2.400;1400;16.400;12476.00;0;2.797;52.4;Yes;Looted; 
Isis HL11 (L);Pistol;Laser;35.2;66;51;39.0;2.017;1400;16.017;320.00;0;2.864;55.9;Yes;Looted; 
Isis HL12;Pistol;Laser;38.5;75;51;44.3;2.522;1600;18.522;14456.00;0;2.814;52.3;Yes;Looted; 
Isis HL12 (L);Pistol;Laser;38.5;75;51;44.3;2.210;1600;18.210;331.00;0;2.862;55.8;Yes;Looted; 
Isis HL14;Pistol;Laser;38.5;80;50;46.3;2.671;1700;19.671;15644.00;0;2.826;53.2;Yes;Looted; 
Isis HL14 (L);Pistol;Laser;38.5;80;50;46.3;2.340;1700;19.340;350.00;0;2.875;56.7;Yes;Looted; 
Isis HL15;Pistol;Laser;33.0;92;50;53.3;3.947;1900;22.947;18020.00;0;2.786;50.1;Yes;Looted; 
Isis HL15 (L);Pistol;Laser;33.0;92;50;53.3;3.589;1900;22.589;474.00;0;2.831;53.5;Yes;Looted; 
Isis HL18;Pistol;Laser;35.2;110;52;66.3;4.284;2300;27.284;23564.00;0;2.802;51.4;Yes;Looted; 
Isis HL18 (L);Pistol;Laser;35.2;110;52;66.3;3.825;2300;26.825;543.00;14000.00%;2.850;54.9;Yes;Looted; 
Isis HL18, SGA Edition;Pistol;Laser;35.2;110;55;70.1;4.284;2300;27.284;23564.00;0;2.802;51.4;Yes;Looted; 
Isis HL20 (L);Pistol;Laser;35.2;122;51;72.1;4.650;2500;29.650;623.00;0;2.860;55.6;Yes;Looted; 
Isis LBC 1 (L);Rifle;BLP;41.8;6;52;3.6;0.140;131;1.450;11.00;0;2.876;56.7;Yes;Looted; 
Isis LBC 2 (L);Rifle;BLP;44.0;11;52;6.6;0.248;241;2.658;19.50;107.00%;2.876;56.8;Yes;Looted; 
Isis LBC 3 (L);Rifle;BLP;46.2;14;52;8.4;0.322;306;3.382;25.00;108.80%;2.877;56.8;Yes;Looted; 
Isis LBC 4 (L);Rifle;BLP;48.4;17;52;10.2;0.405;370;4.105;32.00;106.00%;2.878;56.9;Yes;Looted; 
Isis LBC 6 (L);Rifle;BLP;50.6;22;53;13.5;0.510;480;5.310;40.00;107.00%;2.879;57.0;Yes;Looted; 
Isis LBC 8 (L);Rifle;BLP;52.8;28;53;17.2;0.650;610;6.750;51.00;108.00%;2.883;57.1;Yes;Looted; 
Isis LBC 10 (L);Rifle;BLP;55.0;30;54;18.8;0.706;653;7.236;56.00;0;2.881;57.2;Yes;Looted; 
Isis LBC 10, Adapted (L);Rifle;BLP;59.4;30;57;19.8;0.670;642;7.090;42.00;0;2.941;61.6;Yes;Crafted; 
Isis LBC 13 (L);Rifle;BLP;57.2;36;53;22.1;0.812;786;8.672;65.00;105.00%;2.885;57.2;Yes;Looted; 
Isis LBC 16 (L);Rifle;BLP;59.4;41;54;25.6;0.947;894;9.887;74.00;0;2.882;57.2;Yes;Looted; 
Isis LBC 20 (L);Rifle;BLP;61.6;47;54;29.4;1.050;1028;11.330;82.50;0;2.883;57.3;Yes;Looted; 
Isis LBC 25 (L);Rifle;BLP;63.8;56;53;34.4;1.296;1220;13.496;102.00;0;2.884;57.3;Yes;Looted; 
Isis LBC 30 (L);Rifle;BLP;64.9;60;54;37.5;1.392;1306;14.452;110.00;0;2.885;57.4;Yes;Looted; 
Isis LBP 1 (L);Pistol;BLP;17.6;5;69;4.0;0.112;110;1.212;9.25;112.00%;2.867;56.1;Yes;Looted; 
Isis LBP 2 (L);Pistol;BLP;17.6;6;70;4.9;0.144;131;1.454;12.00;0;2.868;56.2;Yes;Looted; 
Isis LBP 3 (L);Pistol;BLP;18.7;8;69;6.4;0.188;175;1.938;15.50;0;2.869;56.2;Yes;Looted; 
Isis LBP 4 (L);Pistol;BLP;18.7;13;70;10.5;0.309;284;3.149;25.50;103.00%;2.869;56.3;Yes;Looted; 
Isis LBP 6 (L);Pistol;BLP;19.8;16;69;12.8;0.375;350;3.875;31.00;106.50%;2.870;56.3;Yes;Looted; 
Isis LBP 8 (L);Pistol;BLP;20.9;19;70;15.4;0.447;415;4.597;37.00;107.30%;2.873;56.5;Yes;Looted; 
Isis LBP 10 (L);Pistol;BLP;17.6;23;67;17.8;0.527;504;5.567;43.00;110.00%;2.871;56.6;Yes;Looted; 
Isis LBP 10, Adapted (L);Pistol;BLP;23.1;23;69;18.4;0;494;0;31.00;0.00%;0;61.6;Yes;Crafted; 
Isis LBP 12 (L);Pistol;BLP;22.0;28;67;21.7;0.669;610;6.769;55.00;0;2.875;56.7;Yes;Looted; 
Isis LBP 16 (L);Pistol;BLP;22.0;33;69;26.4;0.758;722;7.978;62.00;106.30%;2.875;56.7;Yes;Looted; 
Isis LBP 20 (L);Pistol;BLP;23.1;38;68;29.9;0.883;830;9.183;73.00;103.00%;2.876;56.8;Yes;Looted; 
Isis LBP 25 (L);Pistol;BLP;23.1;42;69;33.6;0.990;915;10.140;83.00;104.00%;2.879;56.8;Yes;Looted; 
Isis LBP 30 (L);Pistol;BLP;0;49;68;38.6;1.116;1072;11.836;93.00;106.00%;2.877;56.8;Yes;Looted; 
Isis LC-35 (L);Carbine;Laser;78.1;88;40;40.8;1.923;1942;21.343;155.00;125.00%;2.866;57.7;Yes;Looted; 
Isis LC-35, CDF Edition (L);Carbine;Laser;78.1;88;40;40.8;0.003;2117;21.173;0.60;0;2.889;57.7;Yes;Daily Token Trader; 
Isis LC-35, E.L.M Edition (L);Carbine;Laser;78.1;88;40;40.8;0.013;2115;21.163;1.00;0;2.890;57.8;Yes;Looted; 
Isis LC-35, MM Edition (L);Carbine;Laser;78.1;88;40;40.8;0.013;2115;21.163;1.00;0;2.890;57.8;Yes;Looted; 
Isis LC-35, RX Edition (L);Carbine;Laser;78.1;88;40;40.8;0;2115;0;1.00;0;0;57.8;Yes;Looted; 
Isis LC-55 (L);Carbine;Laser;79.2;135;34;53.2;2.200;2995;32.150;189.00;121.00%;2.918;59.9;Yes;Looted; 
Isis LC-55, CDF Edition (L);Carbine;Laser;79.2;135;34;53.2;0.004;3215;32.154;0.80;0;2.918;59.9;Yes;Daily Token Trader; 
Isis LC-60 (L);Carbine;Laser;81.4;136;36;56.7;2.329;2999;32.319;225.00;137.00%;2.925;60.4;Yes;Looted; 
Isis LC-60, CDF Edition (L);Carbine;Laser;81.4;136;36;56.7;0.004;3232;32.324;0.80;0;2.924;60.4;Yes;Daily Token Trader; 
Isis LLB 1 (L);Melee;Longblades;6.0;6;39;2.7;1.443;0;1.443;52.00;0;2.890;57.9;Yes;Looted; 
Isis LLB 2 (L);Melee;Longblades;7.0;11;39;5.0;2.642;0;2.642;95.50;0;2.894;58.1;Yes;Looted; 
Isis LLB 3 (L);Melee;Longblades;7.0;14;40;6.5;3.361;0;3.361;122.00;0;2.895;58.2;Yes;Looted; 
Isis LLB 4 (L);Melee;Longblades;8.0;18;40;8.3;4.321;0;4.321;156.00;0;2.895;58.2;Yes;Looted; 
Isis LLB 6 (L);Melee;Longblades;8.0;23;40;10.7;0;0;0;199.00;0;0;0;Yes;Looted; 
Isis LLB 8 (L);Melee;Longblades;9.0;30;41;14.2;0;0;0;260.00;0;0;58.5;Yes;Looted; 
Isis LLB 10 (L);Melee;Longblades;9.0;37;41;17.6;8.862;0;8.862;320.00;0;2.902;58.7;Yes;Looted; 
Isis LLB 13 (L);Melee;Longblades;10.0;44;42;21.4;0;0;0;380.00;0;0;58.8;Yes;Looted; 
Isis LLB 16 (L);Melee;Longblades;10.0;51;42;24.8;12.196;0;12.196;440.00;0;2.906;59.0;Yes;Looted; 
Isis LLB 20 (L);Melee;Longblades;11.0;57;42;27.7;0;0;0;491.00;0;0;59.4;Yes;Looted; 
Isis LLB 25 (L);Melee;Longblades;11.0;65;43;32.4;15.491;0;15.491;559.00;0;2.916;59.8;Yes;Looted; 
Isis LLB 30 (L);Melee;Longblades;12.0;73;44;37.2;17.390;0;17.390;628.00;0.00%;2.917;59.8;Yes;Looted; 
Isis LLC 1 (L);Carbine;Laser;57.2;6;44;3.1;0.137;131;1.447;10.50;110.00%;2.882;57.2;Yes;Looted; 
Isis LLC 2 (L);Carbine;Laser;59.4;11;43;5.5;0.252;240;2.652;19.50;0;2.883;57.3;Yes;Looted; 
Isis LLC 2, Merry Edition (L);Carbine;Laser;61.6;11;43;5.5;0.180;248;2.660;15.00;0;2.874;56.6;Yes;Mission;Skill Gain - Laser Weapons 50%
Isis LLC 3 (L);Carbine;Laser;62.7;14;43;7.0;0.325;305;3.375;25.00;103.00%;2.883;57.3;Yes;Looted; 
Isis LLC 4 (L);Carbine;Laser;64.9;19;40;8.8;0.450;413;4.580;34.50;0;2.883;57.3;Yes;Looted; 
Isis LLC 6 (L);Carbine;Laser;68.2;26;40;12.0;0.617;565;6.267;47.00;122.00%;2.883;57.3;Yes;Looted; 
Isis LLC 8 (L);Carbine;Laser;70.4;33;41;15.7;0.794;716;7.954;61.00;0;2.883;57.3;Yes;Looted; 
Isis LLC 10 (L);Carbine;Laser;73.7;38;43;18.9;0.878;828;9.158;67.00;0;2.884;57.3;Yes;Looted; 
Isis LLC 10, Adapted (L);Carbine;Laser;78.1;38;45;19.8;0.860;806;8.920;53.00;140.00%;2.961;63.2;Yes;Crafted; 
Isis LLC 13 (L);Carbine;Laser;75.9;47;41;22.3;1.100;1022;11.320;85.00;116.01%;2.886;57.5;Yes;Looted; 
Isis LLC 16 (L);Carbine;Laser;79.2;54;41;25.6;1.202;1180;13.002;93.00;112.04%;2.886;57.5;Yes;Looted; 
Isis LLC 20 (L);Carbine;Laser;81.4;60;42;29.2;1.420;1302;14.440;110.00;126.00%;2.888;57.6;Yes;Looted; 
Isis LLC 25 (L);Carbine;Laser;84.7;64;45;33.4;1.532;1387;15.402;118.00;0;2.888;57.6;Yes;Looted; 
Isis LLC 30 (L);Carbine;Laser;89.1;72;44;36.7;1.663;1566;17.323;128.00;121.00%;2.889;57.7;Yes;Looted; 
Isis LLP 1 (L);Pistol;Laser;27.5;4;66;3.1;0.096;87;0.966;8.00;120.00%;2.878;56.9;Yes;Looted; 
Isis LLP 2 (L);Pistol;Laser;27.5;6;67;4.7;0.149;130;1.449;12.25;0;2.878;56.9;Yes;Looted; 
Isis LLP 3 (L);Pistol;Laser;27.5;7;67;5.4;0.170;152;1.690;14.00;103.00%;2.879;57.0;Yes;Looted; 
Isis LLP 4 (L);Pistol;Laser;27.5;11;67;8.5;0.255;240;2.655;21.00;0;2.879;57.0;Yes;Looted; 
Isis LLP 6 (L);Pistol;Laser;28.6;14;65;10.5;0.359;302;3.379;29.00;115.00%;2.880;57.0;Yes;Looted; 
Isis LLP 8 (L);Pistol;Laser;28.6;17;67;13.2;0.403;370;4.103;33.00;112.00%;2.880;57.0;Yes;Looted; 
Isis LLP 10 (L);Pistol;Laser;28.6;20;68;15.8;0.467;436;4.827;38.50;114.00%;2.880;57.0;Yes;Looted; 
Isis LLP 10, Adapted (L);Pistol;Laser;34.1;20;70;16.2;0.453;424;4.693;28.00;0;2.962;63.2;0;Crafted; 
Isis LLP 13 (L);Pistol;Laser;28.6;28;63;20.4;0.677;608;6.757;56.00;108.30%;2.880;57.0;Yes;Looted; 
Isis LLP 16 (L);Pistol;Laser;29.7;33;63;24.1;0.803;716;7.963;66.00;104.50%;2.880;57.1;Yes;Looted; 
Isis LLP 20 (L);Pistol;Laser;29.7;40;61;28.3;0.991;866;9.651;81.00;113.00%;2.881;57.1;Yes;Looted; 
Isis LLP 25 (L);Pistol;Laser;29.7;44;64;32.6;1.094;952;10.614;90.00;0;2.881;57.1;Yes;Looted; 
Isis LLP 30 (L);Pistol;Laser;29.7;53;61;37.4;1.360;1142;12.780;112.00;0;2.882;57.2;Yes;Looted; 
Isis LR32;Carbine;Laser;60.5;66;37;28.3;3.378;1300;16.378;6536.00;0;2.801;51.3;Yes;Looted; 
Isis LR32 (L);Carbine;Laser;60.5;66;37;28.3;3.119;1300;16.119;220.00;0;2.846;54.5;Yes;Looted; 
Isis LR32, Adjusted;Carbine;Laser;60.5;66;37;28.3;3.208;1300;16.208;6536.00;0;2.830;53.4;Yes;Looted; 
Isis LR32, Adjusted (L);Carbine;Laser;60.5;66;37;28.3;2.951;1300;15.951;587.00;0;2.876;56.7;Yes;Looted; 
Isis LR32, Improved;Carbine;Laser;60.5;68;37;29.1;3.500;1300;16.500;6544.00;4999.00 PED;2.864;55.7;Yes;Looted; 
Isis LR32, Improved (L);Carbine;Laser;60.5;68;37;29.1;3.300;1300;16.300;1643.00;0;2.899;59.1;Yes;Looted; 
Isis LR32, Modified;Carbine;Laser;60.5;69;37;29.6;3.413;1300;16.413;10676.00;2500.00 PED;2.922;60.2;Yes;Looted; 
Isis LR32, Modified (L);Carbine;Laser;60.5;69;37;29.6;3.153;1300;16.153;5807.00;116.00%;2.969;63.8;Yes;Looted; 
Isis LR41;Carbine;Laser;62.7;70;37;30.0;3.347;1400;17.347;7328.00;0;2.805;51.3;Yes;Looted; 
Isis LR41 (L);Carbine;Laser;62.7;70;37;30.0;3.099;1400;17.099;240.00;0;2.845;54.5;Yes;Looted; 
Isis LR48;Carbine;Laser;57.2;79;38;34.8;3.703;1600;19.703;8912.00;3500.00 PED;2.787;50.4;Yes;Looted; 
Isis LR48 (L);Carbine;Laser;57.2;79;38;34.8;3.391;1600;19.391;288.00;0;2.831;53.5;Yes;Looted; 
Isis LR53;Carbine;Laser;61.6;89;38;39.2;4.121;1800;22.121;10496.00;0;2.796;51.0;Yes;Looted; 
Isis LR53 (L);Carbine;Laser;61.6;89;38;39.2;3.771;1800;21.771;320.00;0;2.841;54.2;Yes;Looted; 
Isis LR53, Adjusted;Carbine;Laser;61.6;89;38;39.2;3.880;1800;21.880;10496.00;0;2.827;53.3;Yes;Looted; 
Isis LR53, Adjusted (L);Carbine;Laser;61.6;89;38;39.2;3.530;1800;21.530;631.00;0;2.873;56.5;Yes;Looted; 
Isis LR53, Improved (L);Carbine;Laser;61.6;91;38;40.1;3.781;1800;21.781;2041.00;24000.00%;2.904;59.1;Yes;Looted; 
Isis LR53, Modified;Carbine;Laser;61.6;92;39;41.6;3.991;1800;21.991;10496.00;0;2.908;59.1;Yes;Looted; 
Isis LR53, Modified (L);Carbine;Laser;61.6;92;39;41.6;3.643;1800;21.643;6307.00;0;2.954;62.7;Yes;Looted; 
